89,251,12
260,444,12
300,117,12
963,162,12
695,280,12
935,401,12
66,533,12
722,351,12
790,242,12
834,332,12
255,163,12
817,201,12
458,216,12
961,501,12
459,155,12
69,108,12
239,440,12
446,515,12
580,97,12
516,134,12
523,603,12
456,704,12
97,236,12
869,502,12
940,116,12
594,688,12
823,461,12
374,346,12
966,181,12
192,469,12
333,456,12
962,685,12
364,313,12
936,86,12
251,471,12
212,215,12
413,269,12
945,377,12
841,755,12
172,592,12
396,60,12
838,559,12
152,492,12
158,130,12
155,98,12
702,513,12
205,534,12
920,650,12
980,523,12
655,269,12
367,603,12
549,547,12
569,626,12
124,369,12
446,418,12
680,36,12
958,767,12
322,746,12
399,523,12
129,406,12
