385,42,6
420,724,6
831,287,6
679,120,6
990,605,6
611,339,6
481,302,6
221,572,6
435,595,6
851,617,6
471,134,6
431,343,6
810,699,6
523,580,6
577,145,6
192,364,6
276,624,6
932,391,6
425,650,6
221,192,6
616,740,6
439,674,6
833,742,6
46,392,6
400,439,6
658,49,6
119,358,6
809,468,6
772,65,6
962,220,6
927,324,6
92,333,6
712,762,6
189,587,6
641,419,6
133,308,6
56,480,6
885,380,6
177,562,6
66,224,6
426,555,6
266,614,6
794,702,6
84,101,6
302,175,6
803,337,6
239,304,6
936,476,6
970,28,6
255,46,6
783,214,6
854,62,6
603,602,6
399,548,6
698,694,6
758,417,6
520,68,6
939,94,6
783,521,6
871,153,6
