977,761,18
243,522,18
742,161,18
323,630,18
857,187,18
521,682,18
635,39,18
715,701,18
338,772,18
809,752,18
766,596,18
122,726,18
674,470,18
723,557,18
372,637,18
877,158,18
910,650,18
839,666,18
230,330,18
179,202,18
978,325,18
181,170,18
341,364,18
489,362,18
120,514,18
295,275,18
191,620,18
954,272,18
780,548,18
764,439,18
85,244,18
859,350,18
886,355,18
545,183,18
513,648,18
185,53,18
65,223,18
709,640,18
88,680,18
443,764,18
409,395,18
199,113,18
541,292,18
28,284,18
943,754,18
735,117,18
775,119,18
418,349,18
373,33,18
665,323,18
838,595,18
924,245,18
456,80,18
905,200,18
813,548,18
877,70,18
394,126,18
292,180,18
134,352,18
99,147,18
691,757,18
872,456,18
609,91,18
971,29,18
50,594,18
37,402,18
491,498,18
435,30,18
436,241,18
28,319,18
277,497,18
699,377,18
675,51,18
394,585,18
294,527,18
504,432,18
192,525,18
318,481,18
224,665,18
983,434,18
139,395,18
132,168,18
660,747,18
59,265,18
664,365,18
454,281,18
834,105,18
792,579,18
329,692,18
705,191,18
